"POST_CODE";"TARIFF_CODE";"VALID_FROM";"VALID_TO"
1157;1;"2010-01-01";"2010-12-31"
1158;1;"2010-01-01";"2010-12-31"
1161;1;"2010-01-01";"2010-12-31"
1162;1;"2010-01-01";"2010-12-31"
1163;1;"2010-01-01";"2010-12-31"
1164;1;"2010-01-01";"2010-12-31"
1165;1;"2010-01-01";"2010-12-31"
1171;1;"2010-01-01";"2010-12-31"
1172;1;"2010-01-01";"2010-12-31"
1173;1;"2010-01-01";"2010-12-31"
1174;1;"2010-01-01";"2010-12-31"
1181;1;"2010-01-01";"2010-12-31"
1182;1;"2010-01-01";"2010-12-31"
1183;1;"2010-01-01";"2010-12-31"
1184;1;"2010-01-01";"2010-12-31"
1185;1;"2010-01-01";"2010-12-31"
1186;1;"2010-01-01";"2010-12-31"
1188;1;"2010-01-01";"2010-12-31"
1191;1;"2010-01-01";"2010-12-31"
1192;1;"2010-01-01";"2010-12-31"
1193;1;"2010-01-01";"2010-12-31"
1194;1;"2010-01-01";"2010-12-31"
1195;1;"2010-01-01";"2010-12-31"
1196;1;"2010-01-01";"2010-12-31"
1201;1;"2010-01-01";"2010-12-31"
1202;1;"2010-01-01";"2010-12-31"
1203;1;"2010-01-01";"2010-12-31"
1204;1;"2010-01-01";"2010-12-31"
1205;1;"2010-01-01";"2010-12-31"
1208;1;"2010-01-01";"2010-12-31"
1209;1;"2010-01-01";"2010-12-31"
1211;1;"2010-01-01";"2010-12-31"
1212;1;"2010-01-01";"2010-12-31"
1213;1;"2010-01-01";"2010-12-31"
1214;1;"2010-01-01";"2010-12-31"
1215;1;"2010-01-01";"2010-12-31"
1216;1;"2010-01-01";"2010-12-31"
1221;1;"2010-01-01";"2010-12-31"
1222;1;"2010-01-01";"2010-12-31"
1223;1;"2010-01-01";"2010-12-31"
1224;1;"2010-01-01";"2010-12-31"
1225;1;"2010-01-01";"2010-12-31"
1230;1;"2010-01-01";"2010-12-31"
1237;1;"2010-01-01";"2010-12-31"
1238;1;"2010-01-01";"2010-12-31"
1239;1;"2010-01-01";"2010-12-31"
1240;1;"2010-01-01";"2010-12-31"
1241;1;"2010-01-01";"2010-12-31"
1242;1;"2010-01-01";"2010-12-31"
1243;1;"2010-01-01";"2010-12-31"
1244;1;"2010-01-01";"2010-12-31"
1245;1;"2010-01-01";"2010-12-31"
1250;1;"2010-01-01";"2010-12-31"
1251;1;"2010-01-01";"2010-12-31"
1252;1;"2010-01-01";"2010-12-31"
1253;1;"2010-01-01";"2010-12-31"
1255;1;"2010-01-01";"2010-12-31"
1258;1;"2010-01-01";"2010-12-31"
1275;1;"2010-01-01";"2010-12-31"
1276;1;"2010-01-01";"2010-12-31"
1277;1;"2010-01-01";"2010-12-31"
1278;1;"2010-01-01";"2010-12-31"
1279;1;"2010-01-01";"2010-12-31"
1280;1;"2010-01-01";"2010-12-31"
1281;1;"2010-01-01";"2010-12-31"
1285;1;"2010-01-01";"2010-12-31"
1286;1;"2010-01-01";"2010-12-31"
1300;1;"2010-01-01";"2010-12-31"
1301;1;"2010-01-01";"2010-12-31"
1302;1;"2010-01-01";"2010-12-31"
1303;1;"2010-01-01";"2010-12-31"
1304;1;"2010-01-01";"2010-12-31"
1305;1;"2010-01-01";"2010-12-31"
1310;1;"2010-01-01";"2010-12-31"
1311;1;"2010-01-01";"2010-12-31"
1312;1;"2010-01-01";"2010-12-31"
1325;1;"2010-01-01";"2010-12-31"
1327;1;"2010-01-01";"2010-12-31"
1328;1;"2010-01-01";"2010-12-31"
1329;1;"2010-01-01";"2010-12-31"
1330;1;"2010-01-01";"2010-12-31"
1340;1;"2010-01-01";"2010-12-31"
1350;1;"2010-01-01";"2010-12-31"
1351;1;"2010-01-01";"2010-12-31"
1352;1;"2010-01-01";"2010-12-31"
1353;1;"2010-01-01";"2010-12-31"
1354;1;"2010-01-01";"2010-12-31"
1355;1;"2010-01-01";"2010-12-31"
1356;1;"2010-01-01";"2010-12-31"
1357;1;"2010-01-01";"2010-12-31"
1358;1;"2010-01-01";"2010-12-31"
1360;1;"2010-01-01";"2010-12-31"
1361;1;"2010-01-01";"2010-12-31"
1362;1;"2010-01-01";"2010-12-31"
1363;1;"2010-01-01";"2010-12-31"
1364;1;"2010-01-01";"2010-12-31"
1365;1;"2010-01-01";"2010-12-31"
1366;1;"2010-01-01";"2010-12-31"
1367;1;"2010-01-01";"2010-12-31"
1368;1;"2010-01-01";"2010-12-31"
1369;1;"2010-01-01";"2010-12-31"
1370;1;"2010-01-01";"2010-12-31"
1371;1;"2010-01-01";"2010-12-31"
1372;1;"2010-01-01";"2010-12-31"
1373;1;"2010-01-01";"2010-12-31"
1374;1;"2010-01-01";"2010-12-31"
1375;1;"2010-01-01";"2010-12-31"
1376;1;"2010-01-01";"2010-12-31"
1377;1;"2010-01-01";"2010-12-31"
1378;1;"2010-01-01";"2010-12-31"
1379;1;"2010-01-01";"2010-12-31"
1381;1;"2010-01-01";"2010-12-31"
1383;1;"2010-01-01";"2010-12-31"
1384;1;"2010-01-01";"2010-12-31"
1385;1;"2010-01-01";"2010-12-31"
1386;1;"2010-01-01";"2010-12-31"
1387;1;"2010-01-01";"2010-12-31"
1388;1;"2010-01-01";"2010-12-31"
1389;1;"2010-01-01";"2010-12-31"
1390;1;"2010-01-01";"2010-12-31"
1391;1;"2010-01-01";"2010-12-31"
1392;1;"2010-01-01";"2010-12-31"
1393;1;"2010-01-01";"2010-12-31"
1394;1;"2010-01-01";"2010-12-31"
1395;1;"2010-01-01";"2010-12-31"
1396;1;"2010-01-01";"2010-12-31"
1397;1;"2010-01-01";"2010-12-31"
1398;1;"2010-01-01";"2010-12-31"
1399;1;"2010-01-01";"2010-12-31"
1400;1;"2010-01-01";"2010-12-31"
1401;1;"2010-01-01";"2010-12-31"
1402;1;"2010-01-01";"2010-12-31"
1406;1;"2010-01-01";"2010-12-31"
1410;1;"2010-01-01";"2010-12-31"
1415;1;"2010-01-01";"2010-12-31"
1417;1;"2010-01-01";"2010-12-31"
1425;1;"2010-01-01";"2010-12-31"
1426;1;"2010-01-01";"2010-12-31"
1428;1;"2010-01-01";"2010-12-31"
1429;1;"2010-01-01";"2010-12-31"
1430;1;"2010-01-01";"2010-12-31"
1431;1;"2010-01-01";"2010-12-31"
1432;1;"2010-01-01";"2010-12-31"
1434;1;"2010-01-01";"2010-12-31"
1435;1;"2010-01-01";"2010-12-31"
1437;1;"2010-01-01";"2010-12-31"
1438;1;"2010-01-01";"2010-12-31"
1439;1;"2010-01-01";"2010-12-31"
1440;1;"2010-01-01";"2010-12-31"
1441;1;"2010-01-01";"2010-12-31"
1442;1;"2010-01-01";"2010-12-31"
1443;1;"2010-01-01";"2010-12-31"
1444;1;"2010-01-01";"2010-12-31"
1445;1;"2010-01-01";"2010-12-31"
1446;1;"2010-01-01";"2010-12-31"
1447;1;"2010-01-01";"2010-12-31"
1450;1;"2010-01-01";"2010-12-31"
1452;1;"2010-01-01";"2010-12-31"
1453;1;"2010-01-01";"2010-12-31"
1454;1;"2010-01-01";"2010-12-31"
1455;1;"2010-01-01";"2010-12-31"
1456;1;"2010-01-01";"2010-12-31"
1458;1;"2010-01-01";"2010-12-31"
1460;1;"2010-01-01";"2010-12-31"
1461;1;"2010-01-01";"2010-12-31"
1462;1;"2010-01-01";"2010-12-31"
1463;1;"2010-01-01";"2010-12-31"
1464;1;"2010-01-01";"2010-12-31"
1465;1;"2010-01-01";"2010-12-31"
1470;1;"2010-01-01";"2010-12-31"
1471;1;"2010-01-01";"2010-12-31"
1475;1;"2010-01-01";"2010-12-31"
1476;1;"2010-01-01";"2010-12-31"
1477;1;"2010-01-01";"2010-12-31"
1479;1;"2010-01-01";"2010-12-31"
1480;1;"2010-01-01";"2010-12-31"
1486;1;"2010-01-01";"2010-12-31"
1487;1;"2010-01-01";"2010-12-31"
1501;1;"2010-01-01";"2010-12-31"
1502;1;"2010-01-01";"2010-12-31"
1503;1;"2010-01-01";"2010-12-31"
1505;1;"2010-01-01";"2010-12-31"
1506;1;"2010-01-01";"2010-12-31"
1507;1;"2010-01-01";"2010-12-31"
1509;1;"2010-01-01";"2010-12-31"
1510;1;"2010-01-01";"2010-12-31"
1511;1;"2010-01-01";"2010-12-31"
1512;1;"2010-01-01";"2010-12-31"
1513;1;"2010-01-01";"2010-12-31"
1516;1;"2010-01-01";"2010-12-31"
1518;1;"2010-01-01";"2010-12-31"
1519;1;"2010-01-01";"2010-12-31"
1520;1;"2010-01-01";"2010-12-31"
1521;1;"2010-01-01";"2010-12-31"
1522;1;"2010-01-01";"2010-12-31"
1523;1;"2010-01-01";"2010-12-31"
1525;1;"2010-01-01";"2010-12-31"
1526;1;"2010-01-01";"2010-12-31"
1528;1;"2010-01-01";"2010-12-31"
1529;1;"2010-01-01";"2010-12-31"
1530;1;"2010-01-01";"2010-12-31"
1531;1;"2010-01-01";"2010-12-31"
1535;1;"2010-01-01";"2010-12-31"
1536;1;"2010-01-01";"2010-12-31"
1537;1;"2010-01-01";"2010-12-31"
1538;1;"2010-01-01";"2010-12-31"
1539;1;"2010-01-01";"2010-12-31"
1540;1;"2010-01-01";"2010-12-31"
1541;1;"2010-01-01";"2010-12-31"
1542;1;"2010-01-01";"2010-12-31"
1543;1;"2010-01-01";"2010-12-31"
1545;1;"2010-01-01";"2010-12-31"
1547;1;"2010-01-01";"2010-12-31"
1550;1;"2010-01-01";"2010-12-31"
1551;1;"2010-01-01";"2010-12-31"
1552;1;"2010-01-01";"2010-12-31"
1553;1;"2010-01-01";"2010-12-31"
1554;1;"2010-01-01";"2010-12-31"
1555;1;"2010-01-01";"2010-12-31"
1556;1;"2010-01-01";"2010-12-31"
1557;1;"2010-01-01";"2010-12-31"
1558;1;"2010-01-01";"2010-12-31"
1565;1;"2010-01-01";"2010-12-31"
1566;1;"2010-01-01";"2010-12-31"
1570;1;"2010-01-01";"2010-12-31"
1575;1;"2010-01-01";"2010-12-31"
1576;1;"2010-01-01";"2010-12-31"
1577;1;"2010-01-01";"2010-12-31"
1580;1;"2010-01-01";"2010-12-31"
1581;1;"2010-01-01";"2010-12-31"
1582;1;"2010-01-01";"2010-12-31"
1583;1;"2010-01-01";"2010-12-31"
1591;1;"2010-01-01";"2010-12-31"
1593;1;"2010-01-01";"2010-12-31"
1601;1;"2010-01-01";"2010-12-31"
1602;1;"2010-01-01";"2010-12-31"
1603;1;"2010-01-01";"2010-12-31"
1605;1;"2010-01-01";"2010-12-31"
1609;1;"2010-01-01";"2010-12-31"
1615;1;"2010-01-01";"2010-12-31"
1625;1;"2010-01-01";"2010-12-31"
1628;1;"2010-01-01";"2010-12-31"
1629;1;"2010-01-01";"2010-12-31"
1630;1;"2010-01-01";"2010-12-31"
1631;1;"2010-01-01";"2010-12-31"
1651;1;"2010-01-01";"2010-12-31"
1654;1;"2010-01-01";"2010-12-31"
1655;1;"2010-01-01";"2010-12-31"
1656;1;"2010-01-01";"2010-12-31"
1657;1;"2010-01-01";"2010-12-31"
1659;1;"2010-01-01";"2010-12-31"
1675;1;"2010-01-01";"2010-12-31"
1676;1;"2010-01-01";"2010-12-31"
1677;1;"2010-01-01";"2010-12-31"
1678;1;"2010-01-01";"2010-12-31"
1679;1;"2010-01-01";"2010-12-31"
1680;1;"2010-01-01";"2010-12-31"
1683;1;"2010-01-01";"2010-12-31"
1685;1;"2010-01-01";"2010-12-31"
1686;1;"2010-01-01";"2010-12-31"
1701;1;"2010-01-01";"2010-12-31"
1702;1;"2010-01-01";"2010-12-31"
1704;1;"2010-01-01";"2010-12-31"
1705;1;"2010-01-01";"2010-12-31"
1725;1;"2010-01-01";"2010-12-31"
1726;1;"2010-01-01";"2010-12-31"
1727;1;"2010-01-01";"2010-12-31"
1734;1;"2010-01-01";"2010-12-31"
1751;1;"2010-01-01";"2010-12-31"
1752;1;"2010-01-01";"2010-12-31"
1753;1;"2010-01-01";"2010-12-31"
1754;1;"2010-01-01";"2010-12-31"
1775;1;"2010-01-01";"2010-12-31"
1776;1;"2010-01-01";"2010-12-31"
1780;1;"2010-01-01";"2010-12-31"
1781;1;"2010-01-01";"2010-12-31"
1800;1;"2010-01-01";"2010-12-31"
1801;1;"2010-01-01";"2010-12-31"
1802;1;"2010-01-01";"2010-12-31"
1803;1;"2010-01-01";"2010-12-31"
1804;1;"2010-01-01";"2010-12-31"
1805;1;"2010-01-01";"2010-12-31"
1806;1;"2010-01-01";"2010-12-31"
1807;1;"2010-01-01";"2010-12-31"
1808;1;"2010-01-01";"2010-12-31"
1809;1;"2010-01-01";"2010-12-31"
1810;1;"2010-01-01";"2010-12-31"
1811;1;"2010-01-01";"2010-12-31"
1812;1;"2010-01-01";"2010-12-31"
1813;1;"2010-01-01";"2010-12-31"
1814;1;"2010-01-01";"2010-12-31"
1815;1;"2010-01-01";"2010-12-31"
1816;1;"2010-01-01";"2010-12-31"
1817;1;"2010-01-01";"2010-12-31"
1818;1;"2010-01-01";"2010-12-31"
1819;1;"2010-01-01";"2010-12-31"
1820;1;"2010-01-01";"2010-12-31"
1821;1;"2010-01-01";"2010-12-31"
1822;1;"2010-01-01";"2010-12-31"
1823;1;"2010-01-01";"2010-12-31"
1824;1;"2010-01-01";"2010-12-31"
1825;1;"2010-01-01";"2010-12-31"
1826;1;"2010-01-01";"2010-12-31"
1827;1;"2010-01-01";"2010-12-31"
1828;1;"2010-01-01";"2010-12-31"
1829;1;"2010-01-01";"2010-12-31"
1830;1;"2010-01-01";"2010-12-31"
1831;1;"2010-01-01";"2010-12-31"
1832;1;"2010-01-01";"2010-12-31"
1833;1;"2010-01-01";"2010-12-31"
1834;1;"2010-01-01";"2010-12-31"
1835;1;"2010-01-01";"2010-12-31"
1836;1;"2010-01-01";"2010-12-31"
1837;1;"2010-01-01";"2010-12-31"
1838;1;"2010-01-01";"2010-12-31"
1839;1;"2010-01-01";"2010-12-31"
1840;1;"2010-01-01";"2010-12-31"
1841;1;"2010-01-01";"2010-12-31"
1842;1;"2010-01-01";"2010-12-31"
1843;1;"2010-01-01";"2010-12-31"
1844;1;"2010-01-01";"2010-12-31"
1845;1;"2010-01-01";"2010-12-31"
1846;1;"2010-01-01";"2010-12-31"
1847;1;"2010-01-01";"2010-12-31"
1848;1;"2010-01-01";"2010-12-31"
1849;1;"2010-01-01";"2010-12-31"
1850;1;"2010-01-01";"2010-12-31"
1851;1;"2010-01-01";"2010-12-31"
1852;1;"2010-01-01";"2010-12-31"
1853;1;"2010-01-01";"2010-12-31"
1854;1;"2010-01-01";"2010-12-31"
1855;1;"2010-01-01";"2010-12-31"
1856;1;"2010-01-01";"2010-12-31"
1857;1;"2010-01-01";"2010-12-31"
1858;1;"2010-01-01";"2010-12-31"
1859;1;"2010-01-01";"2010-12-31"
1860;1;"2010-01-01";"2010-12-31"
1861;1;"2010-01-01";"2010-12-31"
1862;1;"2010-01-01";"2010-12-31"
1863;1;"2010-01-01";"2010-12-31"
1864;1;"2010-01-01";"2010-12-31"
1865;1;"2010-01-01";"2010-12-31"
1866;1;"2010-01-01";"2010-12-31"
1867;1;"2010-01-01";"2010-12-31"
1868;1;"2010-01-01";"2010-12-31"
1869;1;"2010-01-01";"2010-12-31"
1870;1;"2010-01-01";"2010-12-31"
1871;1;"2010-01-01";"2010-12-31"
1872;1;"2010-01-01";"2010-12-31"
1873;1;"2010-01-01";"2010-12-31"
1874;1;"2010-01-01";"2010-12-31"
1875;1;"2010-01-01";"2010-12-31"
1876;1;"2010-01-01";"2010-12-31"
1877;1;"2010-01-01";"2010-12-31"
1878;1;"2010-01-01";"2010-12-31"
1879;1;"2010-01-01";"2010-12-31"
1880;1;"2010-01-01";"2010-12-31"
1881;1;"2010-01-01";"2010-12-31"
1882;1;"2010-01-01";"2010-12-31"
1883;1;"2010-01-01";"2010-12-31"
1884;1;"2010-01-01";"2010-12-31"
1885;1;"2010-01-01";"2010-12-31"
1886;1;"2010-01-01";"2010-12-31"
1887;1;"2010-01-01";"2010-12-31"
1888;1;"2010-01-01";"2010-12-31"
1889;1;"2010-01-01";"2010-12-31"
1890;1;"2010-01-01";"2010-12-31"
1891;1;"2010-01-01";"2010-12-31"
1892;1;"2010-01-01";"2010-12-31"
1893;1;"2010-01-01";"2010-12-31"
1894;1;"2010-01-01";"2010-12-31"
1895;1;"2010-01-01";"2010-12-31"
1896;1;"2010-01-01";"2010-12-31"
1897;1;"2010-01-01";"2010-12-31"
1898;1;"2010-01-01";"2010-12-31"
1899;1;"2010-01-01";"2010-12-31"
1900;1;"2010-01-01";"2010-12-31"
1901;1;"2010-01-01";"2010-12-31"
1902;1;"2010-01-01";"2010-12-31"
1903;1;"2010-01-01";"2010-12-31"
1904;1;"2010-01-01";"2010-12-31"
1905;1;"2010-01-01";"2010-12-31"
1906;1;"2010-01-01";"2010-12-31"
1907;1;"2010-01-01";"2010-12-31"
1908;1;"2010-01-01";"2010-12-31"
1909;1;"2010-01-01";"2010-12-31"
1910;1;"2010-01-01";"2010-12-31"
1911;1;"2010-01-01";"2010-12-31"
1912;1;"2010-01-01";"2010-12-31"
1913;1;"2010-01-01";"2010-12-31"
1914;1;"2010-01-01";"2010-12-31"
1915;1;"2010-01-01";"2010-12-31"
1916;1;"2010-01-01";"2010-12-31"
1917;1;"2010-01-01";"2010-12-31"
1918;1;"2010-01-01";"2010-12-31"
1919;1;"2010-01-01";"2010-12-31"
1920;1;"2010-01-01";"2010-12-31"
1921;1;"2010-01-01";"2010-12-31"
1922;1;"2010-01-01";"2010-12-31"
1923;1;"2010-01-01";"2010-12-31"
1924;1;"2010-01-01";"2010-12-31"
1925;1;"2010-01-01";"2010-12-31"
1926;1;"2010-01-01";"2010-12-31"
1927;1;"2010-01-01";"2010-12-31"
1928;1;"2010-01-01";"2010-12-31"
1929;1;"2010-01-01";"2010-12-31"
1930;1;"2010-01-01";"2010-12-31"
1931;1;"2010-01-01";"2010-12-31"
1932;1;"2010-01-01";"2010-12-31"
1933;1;"2010-01-01";"2010-12-31"
1934;1;"2010-01-01";"2010-12-31"
1935;1;"2010-01-01";"2010-12-31"
1936;1;"2010-01-01";"2010-12-31"
1937;1;"2010-01-01";"2010-12-31"
1938;1;"2010-01-01";"2010-12-31"
1939;1;"2010-01-01";"2010-12-31"
1940;1;"2010-01-01";"2010-12-31"
1941;1;"2010-01-01";"2010-12-31"
1942;1;"2010-01-01";"2010-12-31"
1943;1;"2010-01-01";"2010-12-31"
1944;1;"2010-01-01";"2010-12-31"
1945;1;"2010-01-01";"2010-12-31"
1946;1;"2010-01-01";"2010-12-31"
1947;1;"2010-01-01";"2010-12-31"
1948;1;"2010-01-01";"2010-12-31"
1949;1;"2010-01-01";"2010-12-31"
1950;1;"2010-01-01";"2010-12-31"
1951;1;"2010-01-01";"2010-12-31"
1952;1;"2010-01-01";"2010-12-31"
1953;1;"2010-01-01";"2010-12-31"
1954;1;"2010-01-01";"2010-12-31"
1955;1;"2010-01-01";"2010-12-31"
1956;1;"2010-01-01";"2010-12-31"
1957;1;"2010-01-01";"2010-12-31"
1958;1;"2010-01-01";"2010-12-31"
1959;1;"2010-01-01";"2010-12-31"
1960;1;"2010-01-01";"2010-12-31"
1961;1;"2010-01-01";"2010-12-31"
1962;1;"2010-01-01";"2010-12-31"
1963;1;"2010-01-01";"2010-12-31"
1964;1;"2010-01-01";"2010-12-31"
1965;1;"2010-01-01";"2010-12-31"
1966;1;"2010-01-01";"2010-12-31"
1967;1;"2010-01-01";"2010-12-31"
1968;1;"2010-01-01";"2010-12-31"
1969;1;"2010-01-01";"2010-12-31"
1970;1;"2010-01-01";"2010-12-31"
1971;1;"2010-01-01";"2010-12-31"
1972;1;"2010-01-01";"2010-12-31"
1973;1;"2010-01-01";"2010-12-31"
1974;1;"2010-01-01";"2010-12-31"
1975;1;"2010-01-01";"2010-12-31"
1976;1;"2010-01-01";"2010-12-31"
1977;1;"2010-01-01";"2010-12-31"
1978;1;"2010-01-01";"2010-12-31"
1979;1;"2010-01-01";"2010-12-31"
1980;1;"2010-01-01";"2010-12-31"
1981;1;"2010-01-01";"2010-12-31"
1982;1;"2010-01-01";"2010-12-31"
1983;1;"2010-01-01";"2010-12-31"
1984;1;"2010-01-01";"2010-12-31"
1985;1;"2010-01-01";"2010-12-31"
1986;1;"2010-01-01";"2010-12-31"
1987;1;"2010-01-01";"2010-12-31"
1988;1;"2010-01-01";"2010-12-31"
1989;1;"2010-01-01";"2010-12-31"
1990;1;"2010-01-01";"2010-12-31"
1991;1;"2010-01-01";"2010-12-31"
1992;1;"2010-01-01";"2010-12-31"
1993;1;"2010-01-01";"2010-12-31"
1994;1;"2010-01-01";"2010-12-31"
1995;1;"2010-01-01";"2010-12-31"
1996;1;"2010-01-01";"2010-12-31"
1997;1;"2010-01-01";"2010-12-31"
1998;1;"2010-01-01";"2010-12-31"
1999;1;"2010-01-01";"2010-12-31"
2000;2;"2010-01-01";"2010-12-31"
2001;2;"2010-01-01";"2010-12-31"
2002;2;"2010-01-01";"2010-12-31"
2003;2;"2010-01-01";"2010-12-31"
2009;2;"2010-01-01";"2010-12-31"
2011;2;"2010-01-01";"2010-12-31"
2013;2;"2010-01-01";"2010-12-31"
2013;2;"2010-01-01";"2010-12-31"
2013;2;"2010-01-01";"2010-12-31"
2014;2;"2010-01-01";"2010-12-31"
2015;3;"2010-01-01";"2010-12-31"
2016;2;"2010-01-01";"2010-12-31"
2017;2;"2010-01-01";"2010-12-31"
2019;2;"2010-01-01";"2010-12-31"
2019;2;"2010-01-01";"2010-12-31"
2019;2;"2010-01-01";"2010-12-31"
2021;2;"2010-01-01";"2010-12-31"
2022;2;"2010-01-01";"2010-12-31"
2023;3;"2010-01-01";"2010-12-31"
2024;3;"2010-01-01";"2010-12-31"
2025;3;"2010-01-01";"2010-12-31"
2026;3;"2010-01-01";"2010-12-31"
2027;4;"2010-01-01";"2010-12-31"
2028;4;"2010-01-01";"2010-12-31"
2030;2;"2010-01-01";"2010-12-31"
2031;2;"2010-01-01";"2010-12-31"
2032;2;"2010-01-01";"2010-12-31"
2033;2;"2010-01-01";"2010-12-31"
2036;2;"2010-01-01";"2010-12-31"
2038;3;"2010-01-01";"2010-12-31"
2039;3;"2010-01-01";"2010-12-31"
2040;2;"2010-01-01";"2010-12-31"
2041;2;"2010-01-01";"2010-12-31"
2042;2;"2010-01-01";"2010-12-31"
2043;2;"2010-01-01";"2010-12-31"
2045;2;"2010-01-01";"2010-12-31"
2049;2;"2010-01-01";"2010-12-31"
2051;2;"2010-01-01";"2010-12-31"
2052;2;"2010-01-01";"2010-12-31"
